Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
9/8/2019,151955,Male,18.0,Married,Vermont,Gold,workers,PayPal,0.0,1521.84
9/8/2019,151956,Male,53.0,Married,Indiana,Basic,self-employed,Other,1.0,2070.51
9/10/2019,151959,Male,62.0,Married,New York,Missing,workers,PayPal,1.0,1804.6
9/12/2019,151961,Male,18.0,Married,Ohio,Basic,Employees,PayPal,0.0,1733.78
9/12/2019,151963,Female,59.0,Married,California,Missing,workers,Card,0.0,880.28
9/13/2019,151964,Male,36.0,Married,Colorado,Silver,Employees,PayPal,1.0,1276.2
9/13/2019,151966,Male,50.0,Married,Arkansas,Silver,Employees,PayPal,1.0,393.8
9/14/2019,151967,Female,24.0,Single,North Dakota,Basic,workers,PayPal,1.0,2902.97
9/14/2019,151968,Female,71.0,Married,Idaho,Basic,workers,Card,1.0,1657.33
9/14/2019,151970,Female,46.0,Single,Maine,Basic,Employees,Card,1.0,1031.63
9/15/2019,151971,Female,55.0,Single,Missouri,Platinum,workers,PayPal,1.0,779.96
9/15/2019,151972,Male,52.0,Single,Colorado,Basic,Employees,Other,1.0,1868.24
9/15/2019,151973,Female,29.0,Married,Rhode Island,Missing,self-employed,PayPal,1.0,2513.36
9/16/2019,151974,Male,32.0,Single,Arkansas,Basic,Employees,PayPal,1.0,2733.0
9/16/2019,151975,Male,66.0,Single,Indiana,Basic,workers,PayPal,1.0,435.3
9/17/2019,151977,Female,17.0,Married,West Virginia,Basic,self-employed,PayPal,1.0,1746.63
9/18/2019,151978,Male,37.0,Single,Wyoming,Silver,self-employed,PayPal,0.0,1833.14
9/19/2019,151980,Male,48.0,Married,Connecticut,Basic,workers,PayPal,1.0,1068.9
9/19/2019,151981,Female,56.0,Single,Maine,Gold,Employees,PayPal,1.0,2687.66
9/19/2019,151982,Female,61.0,Married,Missouri,Basic,workers,PayPal,1.0,623.55
9/20/2019,151983,Female,28.0,Married,Virginia,Platinum,self-employed,PayPal,1.0,498.27
9/20/2019,151985,Female,76.0,Married,Michigan,Gold,Employees,Card,1.0,539.1
9/20/2019,151986,Female,75.0,Married,Tennessee,Missing,self-employed,Other,0.0,333.9
9/21/2019,151987,Female,74.0,Married,Massachusetts,Basic,Employees,Other,1.0,68.46
9/22/2019,151988,Male,69.0,Single,Georgia,Missing,Employees,PayPal,1.0,294.04
9/22/2019,151989,Male,52.0,Married,Indiana,Silver,Employees,PayPal,0.0,675.01
9/23/2019,151990,Female,33.0,Single,Wisconsin,Platinum,self-employed,PayPal,1.0,1809.6
9/23/2019,151991,Female,33.0,Married,Wisconsin,Gold,workers,Card,0.0,1085.15
9/23/2019,151992,Female,35.0,Married,California,Basic,Unemployment,Card,0.0,564.27
9/23/2019,151993,Female,60.0,Married,California,Silver,Employees,Card,1.0,2407.99
9/24/2019,151996,Male,20.0,Single,Virginia,Basic,Employees,PayPal,1.0,234.15
9/24/2019,151997,Female,69.0,Single,Arizona,Basic,workers,PayPal,1.0,195.25
9/25/2019,151998,Female,30.0,Married,Michigan,Basic,self-employed,Other,1.0,490.23
9/25/2019,151999,Female,34.0,Single,Arkansas,Platinum,self-employed,Card,1.0,636.89
9/25/2019,152000,Male,40.0,Married,Hawaii,Silver,Employees,PayPal,1.0,1931.67
9/25/2019,152001,Male,37.0,Married,Tennessee,Silver,Employees,Card,0.0,1948.66
9/25/2019,152002,Female,22.0,Single,South Dakota,Gold,Employees,Card,0.0,2007.54
9/25/2019,152003,Female,26.0,Married,West Virginia,Missing,self-employed,Card,1.0,2020.07
9/25/2019,152004,Female,43.0,Single,Idaho,Gold,Employees,PayPal,1.0,1227.65
9/26/2019,152005,Female,39.0,Married,Massachusetts,Silver,workers,PayPal,0.0,2010.7
9/27/2019,152006,Female,46.0,Single,Washington,Gold,Employees,Card,1.0,553.18
9/27/2019,152007,Male,31.0,Single,Oregon,Silver,self-employed,Card,1.0,2584.24
9/28/2019,152008,Male,70.0,Single,Kentucky,Silver,self-employed,Card,1.0,1503.63
9/28/2019,152009,Female,72.0,Single,New Mexico,Basic,workers,PayPal,1.0,361.19
9/28/2019,152010,Female,67.0,Married,Tennessee,Silver,workers,Card,0.0,2918.71
9/29/2019,152011,Male,78.0,Single,Idaho,Platinum,workers,PayPal,1.0,1421.55
9/30/2019,152013,Female,30.0,Married,Mississippi,Basic,Employees,PayPal,1.0,532.29
9/30/2019,152016,Female,26.0,Single,Arizona,Basic,workers,PayPal,1.0,1799.49
10/1/2019,152017,Female,59.0,Single,Virginia,Platinum,workers,Other,1.0,235.99
10/1/2019,152018,Female,28.0,Married,California,Gold,workers,Card,1.0,1887.3
10/1/2019,152019,Male,53.0,Single,Alabama,Basic,Employees,PayPal,1.0,114.85
10/1/2019,152020,Female,47.0,Married,Texas,Basic,Employees,PayPal,1.0,1679.77
10/1/2019,152021,Female,41.0,Married,South Carolina,Basic,workers,Card,0.0,486.79
10/1/2019,152022,Male,73.0,Married,Tennessee,Basic,workers,Other,1.0,663.83
10/1/2019,152023,Male,48.0,Single,West Virginia,Platinum,Employees,Other,1.0,44.75
10/1/2019,152024,Female,71.0,Single,Connecticut,Basic,Employees,Other,1.0,2640.15
10/2/2019,152026,Male,69.0,Married,Maryland,Basic,Employees,PayPal,0.0,1121.33
10/2/2019,152027,Female,20.0,Single,Colorado,Basic,Employees,PayPal,1.0,910.33
10/2/2019,152028,Male,41.0,Married,Arkansas,Missing,Employees,PayPal,1.0,56.13
10/2/2019,152029,Male,55.0,Married,North Carolina,Silver,Employees,Card,1.0,1828.98
10/3/2019,152030,Female,37.0,Married,New Mexico,Basic,workers,Card,0.0,1122.19
10/3/2019,152031,Female,34.0,Single,Arkansas,Gold,self-employed,PayPal,1.0,72.69
10/4/2019,152032,Female,28.0,Single,Nevada,Basic,Employees,Card,1.0,1286.07
10/5/2019,152033,Female,63.0,Married,New Mexico,Gold,Employees,Card,1.0,1913.23
10/5/2019,152034,Female,30.0,Single,New Jersey,Basic,workers,Other,0.0,1513.31
10/5/2019,152035,Female,24.0,Married,Nebraska,Basic,workers,Card,1.0,1083.55
10/6/2019,152036,Male,62.0,Married,North Dakota,Basic,workers,PayPal,0.0,1724.57
10/7/2019,152038,Female,51.0,Single,North Carolina,Platinum,Employees,Card,1.0,2567.73
10/8/2019,152039,Male,55.0,Single,North Dakota,Silver,Employees,Card,1.0,719.14
10/8/2019,152040,Male,63.0,Married,Maine,Basic,workers,PayPal,0.0,1908.42
10/8/2019,152041,Female,19.0,Single,Washington,Basic,workers,Card,1.0,1283.18
10/8/2019,152043,Male,55.0,Married,Ohio,Basic,self-employed,Other,1.0,2864.12
10/9/2019,152044,Female,47.0,Single,Alaska,Basic,Employees,PayPal,1.0,1094.78
10/9/2019,152046,Female,54.0,Married,Delaware,Basic,Employees,Other,1.0,2557.92
10/10/2019,152047,Male,63.0,Married,Alabama,Basic,self-employed,PayPal,1.0,2876.36
10/10/2019,152048,Male,26.0,Single,Maryland,Silver,Unemployment,PayPal,1.0,5.55
10/10/2019,152051,Male,36.0,Married,Mississippi,Basic,self-employed,Other,1.0,1824.67
10/11/2019,152052,Female,78.0,Married,California,Gold,workers,PayPal,1.0,1493.76
10/11/2019,152053,Female,41.0,Married,Oklahoma,Basic,workers,PayPal,0.0,568.27
10/11/2019,152054,Female,49.0,Married,Vermont,Basic,Employees,PayPal,1.0,2904.15
10/12/2019,152055,Female,21.0,Single,Georgia,Basic,Employees,Card,1.0,34.43
10/12/2019,152056,Male,75.0,Single,North Dakota,Platinum,workers,Card,1.0,2068.44
10/12/2019,152057,Female,32.0,Single,Wisconsin,Gold,self-employed,Card,1.0,2609.7
10/12/2019,152058,Female,70.0,Single,California,Missing,self-employed,Other,1.0,534.76
10/12/2019,152059,Female,75.0,Married,Nebraska,Missing,self-employed,Other,0.0,2645.93
10/12/2019,152060,Female,64.0,Married,Arizona,Basic,workers,PayPal,1.0,74.93
10/12/2019,152061,Female,49.0,Married,Rhode Island,Silver,Employees,Other,0.0,2624.0
10/13/2019,152062,Male,56.0,Married,Michigan,Silver,Employees,Card,0.0,2086.0
10/13/2019,152063,Female,72.0,Single,North Dakota,Basic,workers,Card,1.0,1357.6
10/14/2019,152065,Female,40.0,Single,Arizona,Gold,self-employed,Other,1.0,2513.75
10/14/2019,152066,Male,26.0,Married,Florida,Missing,workers,PayPal,0.0,2705.36
10/14/2019,152067,Male,42.0,Single,Alabama,Basic,Employees,Other,0.0,1691.62
10/15/2019,152068,Male,65.0,Single,West Virginia,Missing,workers,Card,0.0,1840.03
10/15/2019,152069,Female,46.0,Single,Michigan,Platinum,Unemployment,Card,0.0,2051.18
10/15/2019,152070,Male,51.0,Married,Alabama,Platinum,self-employed,Other,1.0,1367.77
10/16/2019,152071,Male,71.0,Single,Alaska,Basic,Employees,Other,0.0,768.38
10/16/2019,152074,Female,59.0,Married,Delaware,Basic,workers,Other,0.0,2466.37
10/16/2019,152075,Female,27.0,Single,Delaware,Basic,Employees,PayPal,1.0,936.39
10/16/2019,152076,Male,36.0,Single,Kansas,Basic,Unemployment,Card,0.0,2744.96
10/16/2019,152077,Female,44.0,Single,Rhode Island,Platinum,Employees,Card,1.0,1595.06
10/16/2019,152078,Female,24.0,Married,Wyoming,Basic,Unemployment,PayPal,1.0,566.58
10/17/2019,152080,Male,75.0,Married,Louisiana,Platinum,workers,Other,1.0,429.08
10/18/2019,152081,Male,40.0,Single,Mississippi,Basic,Unemployment,Other,0.0,1462.02
10/18/2019,152082,Male,42.0,Married,Maine,Basic,Employees,Card,1.0,39.84
10/18/2019,152083,Female,64.0,Single,Minnesota,Silver,workers,Other,1.0,1734.67
10/18/2019,152084,Male,26.0,Single,Massachusetts,Gold,self-employed,Card,1.0,297.61
10/18/2019,152085,Male,21.0,Single,Wyoming,Basic,workers,Other,1.0,492.74
10/19/2019,152086,Male,63.0,Single,Delaware,Silver,workers,PayPal,1.0,872.01
10/19/2019,152087,Male,21.0,Married,Wisconsin,Platinum,self-employed,Card,1.0,417.6
10/19/2019,152088,Female,46.0,Single,Arkansas,Silver,workers,PayPal,1.0,1430.93
10/19/2019,152090,Female,45.0,Single,Georgia,Platinum,workers,Card,1.0,341.39
10/20/2019,152091,Female,61.0,Single,Louisiana,Basic,Employees,PayPal,0.0,901.66
10/20/2019,152092,Male,78.0,Single,Vermont,Basic,workers,PayPal,0.0,192.77
10/20/2019,152093,Male,73.0,Married,South Dakota,Platinum,Unemployment,PayPal,1.0,1713.58
10/21/2019,152094,Female,17.0,Single,Minnesota,Platinum,Employees,Card,1.0,99.77
10/21/2019,152096,Female,65.0,Single,Louisiana,Gold,Employees,PayPal,0.0,1208.88
10/21/2019,152097,Male,22.0,Married,Wisconsin,Basic,workers,PayPal,0.0,471.95
10/22/2019,152098,Male,43.0,Single,West Virginia,Basic,workers,PayPal,1.0,2065.03
10/23/2019,152100,Female,51.0,Married,Ohio,Basic,Unemployment,PayPal,1.0,678.47
10/23/2019,152101,Male,50.0,Married,Colorado,Basic,Employees,PayPal,1.0,1412.72
10/24/2019,152102,Female,59.0,Married,Minnesota,Platinum,self-employed,Card,1.0,2053.25
10/25/2019,152104,Male,33.0,Married,Oklahoma,Basic,workers,PayPal,0.0,1681.59
10/25/2019,152105,Male,28.0,Married,Utah,Basic,Employees,Card,1.0,975.11
10/27/2019,152108,Male,72.0,Single,New Hampshire,Silver,workers,Card,1.0,1822.43
10/28/2019,152109,Female,67.0,Single,Colorado,Gold,Unemployment,Card,1.0,577.53
10/28/2019,152110,Male,69.0,Married,Florida,Basic,Employees,Other,0.0,2649.13
10/28/2019,152111,Female,31.0,Single,New Hampshire,Basic,Employees,Other,1.0,1479.67
10/28/2019,152112,Female,52.0,Single,Georgia,Basic,workers,PayPal,1.0,1894.89
10/29/2019,152113,Male,75.0,Married,Hawaii,Platinum,Employees,PayPal,1.0,1687.41
10/29/2019,152114,Female,51.0,Single,West Virginia,Platinum,Unemployment,Card,0.0,522.04
10/29/2019,152115,Male,49.0,Single,Rhode Island,Silver,Employees,PayPal,0.0,1579.61
10/29/2019,152116,Male,18.0,Single,Illinois,Basic,self-employed,PayPal,1.0,2939.09
10/29/2019,152119,Female,47.0,Married,North Dakota,Basic,Unemployment,Other,1.0,1208.12
11/1/2019,152120,Female,45.0,Single,Massachusetts,Silver,workers,Other,0.0,149.78
11/1/2019,152121,Female,26.0,Single,Kentucky,Basic,workers,Card,1.0,308.26
11/1/2019,152122,Female,53.0,Married,Iowa,Silver,Employees,Card,1.0,1901.61
11/2/2019,152123,Female,35.0,Married,Minnesota,Missing,workers,Card,1.0,1713.07
11/2/2019,152124,Female,41.0,Married,Minnesota,Basic,Employees,PayPal,1.0,199.6
11/2/2019,152125,Female,31.0,Married,Arkansas,Gold,Employees,Card,1.0,747.96
11/4/2019,152127,Female,32.0,Married,Pennsylvania,Platinum,Employees,PayPal,1.0,388.15
11/4/2019,152129,Female,47.0,Married,Florida,Gold,Employees,Other,0.0,1655.82
11/5/2019,152130,Male,18.0,Married,Virginia,Silver,Employees,PayPal,1.0,2683.09
11/6/2019,152131,Female,77.0,Single,Wisconsin,Basic,self-employed,Other,1.0,2978.08
11/6/2019,152132,Male,43.0,Married,Texas,Silver,Employees,Card,0.0,1726.25
11/6/2019,152133,Male,19.0,Married,Rhode Island,Basic,Unemployment,Other,1.0,536.85
11/7/2019,152134,Male,52.0,Married,Mississippi,Gold,Employees,PayPal,1.0,2809.83
11/8/2019,152137,Female,69.0,Single,Washington,Basic,Employees,PayPal,1.0,313.56
11/9/2019,152138,Female,61.0,Married,Georgia,Gold,Employees,PayPal,0.0,296.68
11/9/2019,152139,Female,60.0,Single,Utah,Basic,Employees,Card,0.0,1488.16
11/9/2019,152140,Female,62.0,Married,Iowa,Basic,Unemployment,PayPal,0.0,1712.63
11/9/2019,152141,Female,37.0,Married,Rhode Island,Silver,workers,PayPal,1.0,2937.06
11/10/2019,152142,Female,28.0,Married,Illinois,Missing,Unemployment,PayPal,1.0,328.05
11/10/2019,152143,Female,67.0,Married,West Virginia,Gold,Employees,Card,1.0,1091.15
11/11/2019,152144,Male,42.0,Single,Tennessee,Platinum,Employees,Card,1.0,524.62
11/11/2019,152145,Male,28.0,Single,New Hampshire,Missing,workers,Card,1.0,1401.27
11/12/2019,152146,Female,64.0,Married,Illinois,Basic,Employees,PayPal,1.0,6.79
11/12/2019,152147,Male,43.0,Single,Hawaii,Gold,workers,PayPal,1.0,173.93
11/12/2019,152148,Male,48.0,Single,Michigan,Gold,workers,Card,1.0,1105.0
11/12/2019,152149,Male,64.0,Married,Wyoming,Silver,self-employed,PayPal,0.0,53.36
11/13/2019,152150,Female,56.0,Married,Nevada,Basic,workers,Other,1.0,5.31
11/13/2019,152151,Female,32.0,Married,Massachusetts,Silver,self-employed,PayPal,0.0,1028.15
11/13/2019,152152,Male,45.0,Married,Illinois,Platinum,workers,PayPal,1.0,428.22
11/15/2019,152154,Female,28.0,Single,Oregon,Gold,Unemployment,PayPal,1.0,278.44
11/15/2019,152155,Male,36.0,Married,Ohio,Basic,Employees,Other,0.0,1850.08
11/15/2019,152156,Female,78.0,Single,Delaware,Missing,Employees,Card,1.0,1697.09
11/16/2019,152157,Male,19.0,Married,Texas,Basic,Employees,PayPal,0.0,780.39
11/16/2019,152158,Female,51.0,Single,Massachusetts,Platinum,Employees,Card,0.0,2047.51
11/17/2019,152160,Male,30.0,Married,Florida,Platinum,Employees,Card,1.0,1304.2
11/17/2019,152161,Female,21.0,Married,Maryland,Silver,Employees,Card,0.0,2056.18
11/18/2019,152162,Female,40.0,Single,Rhode Island,Basic,Employees,PayPal,1.0,61.04
11/18/2019,152163,Male,63.0,Married,Tennessee,Silver,Employees,PayPal,0.0,2847.16
11/18/2019,152165,Female,22.0,Married,Mississippi,Basic,workers,Card,1.0,615.38
11/19/2019,152166,Female,19.0,Married,New York,Basic,Employees,Card,0.0,2473.87
11/20/2019,152167,Female,48.0,Married,Maine,Basic,workers,PayPal,1.0,1045.45
11/20/2019,152168,Male,32.0,Married,Maryland,Basic,Unemployment,PayPal,1.0,373.75
11/20/2019,152169,Male,18.0,Single,Indiana,Platinum,Unemployment,PayPal,1.0,438.81
11/20/2019,152170,Female,72.0,Single,California,Platinum,Employees,PayPal,0.0,967.58
11/20/2019,152171,Female,68.0,Single,Michigan,Basic,Employees,PayPal,0.0,464.7
11/21/2019,152172,Male,39.0,Married,Michigan,Gold,workers,Card,1.0,509.15
11/21/2019,152173,Male,42.0,Single,Iowa,Platinum,Employees,PayPal,1.0,364.73
11/21/2019,152174,Female,68.0,Married,New Hampshire,Basic,Employees,PayPal,0.0,1633.77
11/21/2019,152175,Female,52.0,Married,Iowa,Platinum,Employees,PayPal,0.0,678.1
11/21/2019,152176,Female,63.0,Single,Washington,Silver,Unemployment,Card,0.0,1021.98
11/21/2019,152178,Male,62.0,Single,Pennsylvania,Silver,Employees,PayPal,0.0,1163.3
11/22/2019,152179,Female,38.0,Single,Minnesota,Basic,Unemployment,Card,0.0,1745.71
11/23/2019,152180,Male,73.0,Married,Arizona,Silver,Employees,PayPal,1.0,1871.75
11/23/2019,152181,Female,52.0,Married,Texas,Basic,self-employed,Other,0.0,1165.97
11/24/2019,152183,Male,34.0,Married,Montana,Basic,self-employed,Card,0.0,1713.15
11/24/2019,152184,Female,76.0,Married,New Jersey,Platinum,Employees,Card,1.0,1875.03
11/24/2019,152185,Female,72.0,Married,Vermont,Platinum,workers,Card,1.0,1002.79
11/24/2019,152186,Male,66.0,Married,Utah,Silver,self-employed,Card,1.0,59.97
11/25/2019,152189,Female,42.0,Single,Missouri,Basic,workers,PayPal,1.0,2541.56
11/25/2019,152190,Male,55.0,Married,Hawaii,Basic,Employees,PayPal,1.0,2712.52
11/25/2019,152193,Male,28.0,Married,Maryland,Basic,Employees,Card,1.0,363.29
11/26/2019,152194,Male,56.0,Single,Idaho,Platinum,workers,Card,0.0,2479.25
11/26/2019,152195,Female,61.0,Married,Georgia,Platinum,self-employed,Card,1.0,1902.46
11/27/2019,152197,Female,32.0,Married,Washington,Missing,workers,Card,1.0,957.05
11/28/2019,152198,Male,62.0,Single,Vermont,Basic,Unemployment,PayPal,0.0,23.14
11/29/2019,152199,Female,18.0,Married,New York,Basic,self-employed,PayPal,1.0,1340.65
11/29/2019,152200,Male,45.0,Married,New York,Basic,Unemployment,PayPal,1.0,720.75
11/29/2019,152202,Male,53.0,Married,Missouri,Platinum,self-employed,Other,0.0,2490.18
12/1/2019,152203,Male,48.0,Married,Kansas,Basic,Employees,PayPal,1.0,1015.45
12/1/2019,152204,Female,41.0,Single,Delaware,Basic,Employees,Card,1.0,2570.56
12/2/2019,152205,Female,22.0,Single,Minnesota,Basic,Employees,Card,0.0,1114.5
12/2/2019,152206,Male,70.0,Single,Oklahoma,Basic,Employees,Card,1.0,261.44
12/3/2019,152207,Male,16.0,Married,Illinois,Gold,workers,Other,0.0,657.98
12/3/2019,152208,Female,77.0,Single,West Virginia,Basic,Employees,Other,1.0,1935.38
12/3/2019,152210,Female,68.0,Single,Alaska,Platinum,Employees,Other,1.0,1711.74
12/4/2019,152212,Female,37.0,Single,Pennsylvania,Gold,self-employed,PayPal,0.0,473.25
12/4/2019,152213,Female,56.0,Single,Florida,Basic,workers,Other,0.0,2726.95
12/4/2019,152214,Male,71.0,Married,West Virginia,Missing,self-employed,PayPal,1.0,761.23
12/4/2019,152215,Male,70.0,Married,Mississippi,Basic,workers,Card,0.0,1911.54
12/4/2019,152216,Female,36.0,Married,Kentucky,Silver,Employees,Card,0.0,102.99
12/4/2019,152217,Female,50.0,Married,Nevada,Basic,workers,PayPal,0.0,423.98
12/5/2019,152218,Male,69.0,Single,North Carolina,Basic,self-employed,PayPal,1.0,561.16
12/6/2019,152219,Male,19.0,Married,Arizona,Platinum,Employees,Other,1.0,613.35
12/6/2019,152221,Male,36.0,Married,Vermont,Basic,Employees,PayPal,1.0,2785.61
12/7/2019,152223,Male,43.0,Single,Montana,Platinum,workers,Other,1.0,2071.6
12/7/2019,152224,Male,42.0,Married,Illinois,Platinum,Employees,PayPal,1.0,1331.74
12/7/2019,152225,Male,34.0,Married,Nebraska,Silver,Employees,PayPal,0.0,642.73
12/8/2019,152227,Male,20.0,Single,Connecticut,Basic,self-employed,PayPal,1.0,809.72
12/8/2019,152229,Male,49.0,Single,Missouri,Missing,Employees,PayPal,0.0,2420.67
12/8/2019,152230,Female,29.0,Married,New Jersey,Basic,self-employed,PayPal,0.0,425.62
12/8/2019,152231,Female,25.0,Married,Delaware,Basic,Employees,Other,0.0,1348.65
12/9/2019,152232,Female,72.0,Married,Rhode Island,Missing,Employees,PayPal,1.0,1654.25
12/9/2019,152233,Female,44.0,Single,Hawaii,Platinum,self-employed,Other,0.0,962.62
12/10/2019,152234,Male,59.0,Single,Delaware,Missing,workers,PayPal,1.0,202.84
12/10/2019,152235,Female,51.0,Single,Louisiana,Gold,workers,PayPal,1.0,1691.26
12/10/2019,152236,Female,57.0,Married,Michigan,Silver,self-employed,PayPal,0.0,505.36
12/10/2019,152237,Male,18.0,Married,Maryland,Silver,self-employed,PayPal,1.0,2863.91
12/11/2019,152238,Male,30.0,Married,Illinois,Basic,Employees,PayPal,0.0,603.34
12/11/2019,152239,Male,18.0,Married,Texas,Basic,Employees,PayPal,1.0,2443.68
12/12/2019,152241,Female,38.0,Married,Idaho,Basic,workers,Card,1.0,1985.91
12/12/2019,152242,Female,34.0,Single,New York,Gold,workers,PayPal,0.0,1936.86
12/12/2019,152243,Female,36.0,Single,Utah,Basic,Unemployment,Card,1.0,743.54
12/12/2019,152244,Female,70.0,Single,Nevada,Basic,self-employed,PayPal,1.0,1474.73
12/13/2019,152246,Female,35.0,Single,Indiana,Platinum,Employees,Card,0.0,459.96
12/13/2019,152247,Male,46.0,Married,New Hampshire,Silver,self-employed,Card,1.0,258.66
12/14/2019,152248,Female,74.0,Single,Mississippi,Platinum,workers,Other,1.0,1492.25
12/14/2019,152249,Male,70.0,Single,New Hampshire,Missing,workers,Card,1.0,134.8
12/14/2019,152250,Male,21.0,Single,Kentucky,Basic,workers,PayPal,0.0,1250.44
12/14/2019,152251,Female,39.0,Single,Florida,Basic,self-employed,Card,1.0,1305.52
12/15/2019,152252,Male,33.0,Single,West Virginia,Basic,workers,Card,0.0,1922.8
12/15/2019,152254,Male,49.0,Married,California,Basic,workers,PayPal,1.0,337.17
12/16/2019,152255,Female,34.0,Single,South Carolina,Platinum,workers,Other,1.0,635.17
12/16/2019,152256,Male,64.0,Single,South Dakota,Basic,self-employed,PayPal,0.0,1282.24
12/17/2019,152257,Female,36.0,Single,Nebraska,Platinum,self-employed,Other,0.0,947.09
12/17/2019,152258,Male,51.0,Single,Arkansas,Platinum,Unemployment,PayPal,1.0,482.68
12/18/2019,152260,Female,51.0,Single,Nevada,Silver,self-employed,PayPal,0.0,2733.8
12/18/2019,152261,Female,58.0,Married,Illinois,Silver,workers,Other,1.0,1679.62
12/19/2019,152262,Female,22.0,Married,South Dakota,Basic,self-employed,Card,1.0,1793.22
12/20/2019,152263,Male,60.0,Married,Vermont,Silver,Employees,PayPal,1.0,26.55
12/21/2019,152264,Male,20.0,Single,Louisiana,Platinum,Unemployment,PayPal,0.0,1158.67
12/21/2019,152265,Male,55.0,Married,South Carolina,Basic,Employees,PayPal,1.0,1274.62
12/21/2019,152266,Female,69.0,Married,Ohio,Basic,Employees,PayPal,0.0,2437.74
12/21/2019,152267,Male,64.0,Married,Maryland,Platinum,Employees,Card,0.0,2981.36
12/22/2019,152268,Male,73.0,Married,Idaho,Basic,Employees,Card,0.0,427.54
12/22/2019,152269,Male,46.0,Married,North Dakota,Platinum,workers,Other,0.0,2830.43
12/22/2019,152270,Male,78.0,Single,Massachusetts,Missing,Employees,Other,1.0,2662.19
12/23/2019,152271,Female,22.0,Single,Indiana,Platinum,workers,Card,1.0,30.22
12/24/2019,152272,Female,65.0,Married,Montana,Platinum,workers,PayPal,0.0,2903.6
12/24/2019,152273,Male,37.0,Married,Iowa,Basic,Employees,PayPal,0.0,717.22
12/25/2019,152275,Female,68.0,Single,Alaska,Missing,Employees,Other,0.0,664.72
12/25/2019,152277,Female,50.0,Single,Rhode Island,Platinum,Unemployment,Other,0.0,1372.74
12/26/2019,152279,Male,49.0,Married,Connecticut,Platinum,workers,PayPal,1.0,1469.28
12/26/2019,152281,Male,53.0,Single,Iowa,Platinum,Employees,PayPal,1.0,1898.51
12/26/2019,152282,Female,46.0,Married,Maryland,Basic,Employees,Card,1.0,2508.04
12/27/2019,152283,Female,50.0,Single,Wyoming,Basic,self-employed,Card,0.0,1823.93
12/27/2019,152284,Female,62.0,Married,Montana,Basic,workers,Other,1.0,1435.92
12/27/2019,152285,Female,59.0,Married,Alabama,Platinum,workers,Card,1.0,2747.99
12/27/2019,152286,Male,55.0,Married,Louisiana,Basic,workers,Card,0.0,577.32
12/29/2019,152288,Female,56.0,Single,New Jersey,Silver,Unemployment,PayPal,0.0,2780.61
12/29/2019,152289,Female,56.0,Single,Louisiana,Basic,workers,Card,1.0,1980.54
12/29/2019,152290,Female,78.0,Married,Florida,Silver,Employees,Card,0.0,2446.79
12/30/2019,152291,Male,48.0,Married,Nebraska,Basic,Employees,Other,0.0,34.88
12/31/2019,152292,Male,66.0,Married,West Virginia,Basic,Employees,Other,1.0,294.43
12/31/2019,152293,Female,24.0,Married,Rhode Island,Basic,Employees,Card,1.0,2979.76
1/1/2020,152294,Male,34.0,Married,Washington,Silver,Employees,PayPal,1.0,794.29
1/1/2020,152295,Male,68.0,Married,New Jersey,Gold,Unemployment,Other,1.0,2458.89
1/1/2020,152296,Female,51.0,Married,Rhode Island,Basic,Employees,Card,1.0,1941.55
1/1/2020,152297,Female,73.0,Married,Alabama,Silver,self-employed,Other,0.0,851.25
1/1/2020,152298,Female,75.0,Married,North Dakota,Basic,self-employed,PayPal,1.0,2820.05
1/1/2020,152299,Female,63.0,Single,Kentucky,Missing,Employees,PayPal,0.0,2569.93
1/3/2020,152302,Male,46.0,Married,Maine,Basic,workers,PayPal,0.0,790.74
1/3/2020,152303,Female,21.0,Married,South Dakota,Platinum,self-employed,Card,0.0,2884.04
1/3/2020,152304,Female,35.0,Single,Vermont,Basic,Employees,Card,1.0,2707.55
1/3/2020,152305,Male,53.0,Single,California,Platinum,Employees,PayPal,1.0,1108.32
1/4/2020,152306,Male,27.0,Married,Oklahoma,Platinum,workers,Card,0.0,175.7
1/4/2020,152307,Male,76.0,Married,Washington,Basic,Employees,Other,1.0,2556.55
1/5/2020,152309,Female,44.0,Single,Arizona,Basic,Unemployment,Card,0.0,2476.4
1/5/2020,152310,Female,35.0,Married,Colorado,Gold,self-employed,PayPal,1.0,2513.16
1/5/2020,152311,Male,35.0,Married,West Virginia,Silver,workers,Other,1.0,2987.96
1/6/2020,152312,Female,26.0,Single,Georgia,Basic,Employees,PayPal,1.0,542.38
1/6/2020,152313,Female,75.0,Married,Georgia,Basic,Employees,Other,1.0,441.12
1/6/2020,152314,Female,18.0,Single,Ohio,Missing,Employees,PayPal,1.0,321.63
1/6/2020,152315,Male,78.0,Single,West Virginia,Basic,workers,Other,0.0,2429.9
1/6/2020,152316,Male,20.0,Single,Virginia,Basic,self-employed,PayPal,1.0,2616.98
1/6/2020,152318,Female,22.0,Married,Idaho,Basic,workers,Other,1.0,2954.96
1/7/2020,152319,Female,41.0,Married,New Mexico,Platinum,workers,Other,1.0,2612.81
1/7/2020,152320,Male,70.0,Single,Maryland,Basic,Employees,Card,0.0,2961.06
1/7/2020,152322,Female,78.0,Single,Missouri,Basic,workers,PayPal,0.0,1407.33
1/7/2020,152323,Male,29.0,Married,Colorado,Basic,self-employed,Other,1.0,2693.76
